CustomerName,FeedbackID,Product,FeedbackText,Sentiment,Rating,PurchaseDate,Location,CustomerEmail,OrderID
David Dennis,4852,Hair Dryer,The item was significantly smaller than anticipated,negative,4,2023-03-12,East Tracey,ronnie20@example.com,469791
Cameron Casey,8210,Portable Power Station,Your work is a testament to your hard work and talent.,positive,5,2016-08-31,Lake Joseph,sierra06@example.org,623136
Jessica Mendez,3917,Reverse Osmosis System,The level of detail in your work is truly remarkable.,positive,3,2023-11-03,North Davidport,evansmonica@example.org,919629
Ryan Jordan,3714,Standing Desk,Your attention to detail is second to none.,positive,4,2023-01-21,Figueroabury,katiestafford@example.com,245702
Travis Howard,3226,Tablet,The children played in the park.,neutral,4,2023-04-10,Shannonport,karenlee@example.net,259343
Mary Rodriguez,1344,Smart Watch for Kids,Your positive energy brightens up the workplace.,positive,4,2018-02-10,Deannatown,nielsendean@example.net,984129
Carol Gardner,7991,Electric Blanket,Your contribution to the team has been invaluable.,positive,3,2021-10-27,Lake Taylorshire,scottcraig@example.net,703740
Scott Phelps,6726,Tablet,We received inaccurate information about the menu items.,negative,4,2015-01-10,Steveberg,esmith@example.org,818038
Debra Mckinney,6874,Refrigerator,The passion you put into your work shines through.,positive,4,2019-05-25,Port Anthonyborough,peterarnold@example.org,449770
Anthony Gonzalez,8919,Microwave Oven,The cat sat on the mat.,neutral,2,2021-08-30,New Davidland,daniel43@example.net,597149
Aaron Fitzpatrick,1132,Standing Desk,You have a natural talent for [mention specific skill].,positive,4,2022-05-01,Lake Ashleyfort,xjacobson@example.com,397651
Sarah Reed,9380,Refrigerator,The sun rises in the east.,neutral,1,2020-09-23,Port Raymond,garneradam@example.net,745675
Stacy Powell,4431,Portable Power Station,The instructions were unclear and unhelpful,negative,2,2017-11-03,North Janiceville,atkinsonkaren@example.net,165740
Dr. Donna Raymond,5405,Dehumidifier,The noise level was unbearable,negative,4,2018-05-09,Brownstad,xhawkins@example.com,715013
Robert Harris II,6078,Electric Mattress Pad,Your hard work has paid off,positive,1,2015-03-29,West Meganfurt,carrbrooke@example.net,895738
Cynthia Trevino,1864,TV Stand,The restroom was unclean and lacked basic amenities.,negative,2,2021-05-27,Markport,tamaramoore@example.com,231643
Susan Larsen,8423,Food Dehydrator,The way you handled the challenging aspects was masterful.,positive,4,2016-04-22,North Jasonview,jyoung@example.org,547098
Keith Barnes,4457,Bluetooth Headphones,You've shown significant improvement and growth.,positive,3,2020-10-05,East Donnaland,olivia71@example.org,687340
Eric Hanson,5880,Power Bank,The food was cold and unappetizing,negative,1,2018-04-18,Lake Perry,justinchristensen@example.com,233462
Angela Mills,7499,Wine Cooler,Apples and oranges are both popular fruits.,neutral,5,2017-07-15,Port Victor,kimberly04@example.net,853569
Kiara Miles,9933,Drones,You've set a great example for others to follow.,positive,2,2017-06-08,Lake Dennisbury,katiedavis@example.com,956806
Nicole Cooper,9554,Action Camera,The food was cold and arrived well after the appetizers.,negative,1,2021-02-02,Colefort,ramirezdennis@example.net,920740
Heather Thomas,4484,Smartwatch,Your positive attitude is infectious and inspiring.,positive,2,2017-11-01,Collinsberg,robertsontony@example.com,300119
Lauren Torres,8908,Electric Blanket,We will not be recommending this establishment to anyone.,negative,3,2019-12-04,South Dana,randallchristopher@example.org,788672
John Mendez,7666,Laptop,The letter was mailed yesterday.,neutral,1,2019-06-21,Anthonystad,williamsjason@example.net,194402
Lisa King,2649,Smart Refrigerator,Your positive attitude brightened the entire team's day.,positive,3,2015-04-24,Caseymouth,sarah29@example.net,100217
Kimberly Watson,4481,Home Security Camera,Your contribution to the team has been invaluable.,positive,4,2023-09-12,North Gerald,brian00@example.com,761703
Tiffany Lara,5242,Home Assistant,The birds are singing in the trees.,neutral,4,2018-11-08,North Stevenberg,melanie13@example.net,489813
Christy Adams,3888,Fitness Equipment,The river flows steadily towards the ocean.,neutral,1,2018-08-21,Madelinehaven,steven08@example.net,580457
Donald Smith,6771,Dryer,My steak was overcooked and tough,negative,1,2022-03-14,West Donaldville,petersonethan@example.org,525733
Cindy Bowman,6664,Hair Dryer,There were several flies buzzing around our table throughout the meal.,negative,5,2023-07-25,Davidborough,lmorrison@example.org,140287
Charles Brown,8845,Coffee Grinder,Feedback,positive,1,2023-07-09,North Meghan,destinyyoung@example.org,221781
Misty Hampton,6059,Desk Lamp,The train arrives at 3 PM.,neutral,1,2021-05-01,East Shanechester,joel70@example.net,849409
Timothy Stevens,6238,Drones,The food was cold and arrived at the table lukewarm,negative,2,2018-12-20,North Jameshaven,carlosharris@example.org,417134
Benjamin Mendoza,7849,Smart Baby Monitor,Your innovative approach to this challenge was brilliant.,positive,1,2022-03-29,Christinachester,corychavez@example.net,317329
Melissa Watson,9497,Dishwasher,You have a remarkable talent for problem-solving.,positive,2,2017-11-18,Lopezbury,jamie33@example.net,630518
Eric Stevenson,3395,E-Scooter,The rain fell throughout the night.,neutral,3,2019-02-18,Toddside,iortega@example.org,560157
Linda Jefferson,1672,Compact Freezer,The car drove down the street.,neutral,2,2022-09-28,East Matthew,tiffany70@example.com,269407
Amanda Clark,3258,Drones,The instructions were unclear and poorly written,negative,5,2018-04-02,Petersonbury,katelyn14@example.org,243853
Tasha Davis,8332,Vacuum Cleaner,Water boils at 00 degrees Celsius.,neutral,1,2015-01-14,South Meganhaven,ycollins@example.net,248471
Rebecca Fry,6766,Ergonomic Chair,Apples are a common fruit.,neutral,3,2020-04-19,Port Bonnie,costamichael@example.com,204819
Tracy Choi,7992,Food Scale,The book is on the table.,neutral,2,2016-03-04,Kimberlyfurt,ashleychavez@example.com,997023
Austin Davis,9951,Projector,Your dedication and hard work are clearly evident in the final product.,positive,4,2016-02-21,Taylorburgh,bryan26@example.com,570934
Taylor Elliott,3234,Electric Shaver,The results you achieved are truly outstanding.,positive,4,2015-01-19,Dylanport,bakerbrian@example.org,649541
Maria Patton,8967,Smartphone Stand,There was a noticeable lack of cleanliness throughout the restaurant.,negative,2,2020-05-20,South William,rodriguezchristopher@example.org,805383
William Mendoza,8971,Air Purifier,The quality of your work is consistently high.,positive,2,2016-11-18,Lewischester,josephclark@example.com,636265
James Williams,6768,Smart Light Bulbs,Birds build nests.,neutral,4,2021-11-06,Lake Laurenborough,blove@example.org,750792
Keith Hernandez,8600,Heater,Your commitment to excellence is truly admirable.,positive,5,2017-10-21,West Michael,wayneryan@example.com,957066
Andrew Bailey,7189,Washing Machine,The customer service representatives were unable to provide a satisfactory resolution to my complaint.,negative,1,2020-10-21,East Sean,howardmary@example.org,719665
Dana Harper,6802,Reverse Osmosis System,The promised delivery date was missed without any prior notification.,negative,4,2016-07-03,Jordanfort,darrell40@example.com,534613
Daniel Moreno,2417,Water Filter,Your attention to detail is second to none.,positive,5,2022-02-19,Robinsonstad,marvinconner@example.org,580292
Kelly Carpenter,4645,Lawn Mower,The noise level made it difficult to hold a conversation.,negative,5,2019-09-22,East Samuel,ppeterson@example.com,915589
Christopher Lewis,1407,Paint Sprayer,The report contained several charts.,neutral,1,2022-11-26,Oliviatown,craighoward@example.net,441148
Eric Smith,3851,Lawn Mower,The phone rang three times.,neutral,3,2021-04-15,North Michael,jennifer18@example.org,568874
Anna Johnson,3333,Hair Dryer,Your leadership qualities are evident,positive,1,2018-04-12,North Katherineside,joy34@example.net,878140
Emily Clark,9247,Electric Mattress Pad,The sun rises in the east.,neutral,3,2021-11-08,Williamland,michael35@example.net,981571
Scott Moody,1657,Dishwasher,Your artistic talent is truly breathtaking.,positive,1,2021-12-26,Port Erikton,cohenlarry@example.com,320475
Clayton Jones,4764,Mini Fridge,Your passion for your work is evident in everything you do.,positive,2,2015-01-01,New Ashley,johnrobertson@example.net,405358
Mark Ford,4161,Coffee Grinder,Our drinks arrived after our appetizers,negative,5,2018-09-25,Mitchellport,lopezdylan@example.net,114031
Mikayla Rodriguez,6575,Gaming Headset,The service was incredibly slow,negative,2,2021-09-02,East Kelly,eross@example.org,745481
Cynthia Rosales,2702,Home Security Camera,The train arrived on time.,neutral,4,2017-07-01,Joshualand,irichards@example.org,715279
Susan Hopkins,4137,Sewing Machine,The overall experience was extremely disappointing and frustrating.,negative,4,2020-11-04,Masonton,glambert@example.com,116006
John Hall,1878,Waffle Maker,A plane flew overhead.,neutral,5,2017-05-26,Lake Sallyville,padilladebbie@example.net,190151
Gregory Miller,3391,Power Bank,I was thoroughly impressed by your innovative approach to the problem.,positive,3,2015-05-02,Jessicaberg,kcortez@example.com,363037
Dawn Ramirez,7536,Digital Camera,Keep up the amazing work!,positive,1,2023-05-12,Jenkinstown,williamgarner@example.net,649985
Sandra Johnson,7832,Oven Toaster,The moon is visible tonight.,neutral,1,2017-09-28,Hernandezmouth,sheila25@example.net,652584
Paula Kelly,8866,Action Camera,Your attention to detail is something to be admired.,positive,1,2015-03-27,Douglasview,wandarobinson@example.net,509969
Nicholas Werner,9433,Portable Power Station,Your leadership in this project was inspirational.,positive,4,2022-09-29,Barnesland,averynancy@example.net,986526
Ms. Diane Rodriguez,6937,Waffle Maker,Your contribution to the team has been invaluable.,positive,4,2016-03-13,Marshallmouth,hcooper@example.com,934563
Connie Hunt,3902,Electric Scales,The atmosphere was unpleasant,negative,5,2017-09-18,South Kara,traviskatie@example.org,537174
Brianna Phillips,7976,Pressure Washer,We will not be returning to this establishment in the future.,negative,4,2020-03-05,Jessicaton,nancy38@example.com,888374
Todd Sellers,4924,Vacuum Cleaner,The value for money was poor,negative,2,2018-01-01,New Jessica,gwalker@example.net,956358
Ms. Sarah Singleton,6755,Hair Dryer,The online chat support was unresponsive and unhelpful.,negative,3,2023-09-14,Lake Ann,mbarker@example.net,959638
Leslie Watson,9316,Ergonomic Chair,The level of detail in your work is exceptional.,positive,4,2022-06-12,East Patriciashire,maria47@example.org,461682
Brittany Smith,7166,Lawn Mower,Your innovative approach to the problem was brilliant.,positive,4,2015-03-08,Woodschester,christopher16@example.org,948471
Maria Adams,2589,Fitness Tracker,Your attention to detail is second to none.,positive,4,2022-01-25,South Lisahaven,jgarza@example.net,731377
Kenneth Vasquez,4976,Coffee Grinder,The staff were unfriendly and lacked basic customer service skills.,negative,4,2018-12-21,Julietown,barnespatrick@example.com,341853
Alexander Watkins,9454,Bluetooth Earbuds,The sun is shining brightly.,neutral,1,2023-04-21,North Damonchester,alexis25@example.net,980047
Jonathan Hurst,8188,Compact Freezer,The promised delivery date was missed by a full week,negative,2,2015-08-27,Paulaland,mollyvang@example.org,439600
Brandon Kelly,7840,Hair Curler,The quality of your work far exceeds expectations.,positive,3,2015-12-10,Elliottberg,mallory28@example.net,637316
Jenna Torres,6766,Electric Skillet,We were charged an incorrect amount and were given little to no explanation.,negative,2,2022-06-09,Melissabury,harttimothy@example.com,338007
Glenn Cross,7494,Food Scale,The level of detail in your work is truly remarkable.,positive,5,2023-09-21,Steeleview,webbchristopher@example.org,457577
Rodney Smith,1951,Dryer,The music playing was far too loud and inappropriate for the setting.,negative,4,2021-08-03,Braybury,vpitts@example.org,413957
Chad Velasquez,6942,Air Conditioner,The experiment yielded inconclusive results.,neutral,5,2016-11-16,Lake Deborahfort,ellismichael@example.com,589251
Renee Haynes,7781,Coffee Grinder,The music playing was far too loud and inappropriate for the setting.,negative,4,2020-03-31,New Amy,wburgess@example.org,335941
Charles Miles,5337,Dryer,You've shown significant growth and improvement.,positive,4,2021-01-06,North Jamesfurt,sclark@example.net,646426
Matthew Avery,2159,Electric Can Opener,The presentation lasted one hour.,neutral,1,2018-05-17,Bakerborough,torreskristi@example.net,230306
Julie Griffin,4407,Lawn Mower,The results you achieved are truly outstanding.,positive,4,2022-06-27,Halltown,jhorne@example.org,306987
Briana Silva,8359,Smart Mirror,The repair process was lengthy and unnecessarily complicated.,negative,4,2021-09-18,Wilsonland,vperez@example.org,360674
Tony Wells,7379,Blender,Your leadership skills are evident and admirable.,positive,1,2020-08-08,East Stacey,sydneyshelton@example.org,726291
Rita Sanders,7807,Coffee Maker,The portion sizes were disappointingly small compared to the price.,negative,1,2019-01-09,North Hannahborough,zsolis@example.net,760532
Kelly Pena,2604,TV Stand,Music has rhythm and melody.,neutral,3,2018-02-22,South Amyburgh,april16@example.org,922106
Joe Jackson,3901,Electric Kettle,I'm consistently amazed by your ability to stay calm under pressure.,positive,1,2020-05-30,Hectormouth,ghowe@example.com,201316
Joshua Martinez,9450,Lawn Mower,The computer was turned on.,neutral,1,2019-01-13,South Janetstad,stephanie16@example.com,667331
Lindsey Nelson,3505,Microwave Popcorn Maker,The train arrived on time.,neutral,3,2018-05-19,Hunterland,colson@example.com,297656
Michelle Allen,4859,Projector,Your ability to communicate complex ideas clearly is a real strength.,positive,3,2022-07-02,Port Donnaberg,droberts@example.net,240592
Kimberly Lucas,4241,Stand Mixer,I experienced numerous technical glitches while using the software.,negative,3,2023-07-21,Hodgeschester,fhatfield@example.com,585775
Ashley King,9285,Stand Mixer,You have a remarkable ability to explain complex concepts clearly.,positive,4,2023-05-30,Port Debra,taracastillo@example.org,199726
Brandon Phillips,1018,Air Purifier,You have a wonderful talent for bringing people together.,positive,3,2017-06-22,New Jeanette,isabel05@example.org,668539
Jamie Espinoza,2250,Portable Blender,The report is due next week.,neutral,3,2020-11-27,Rebeccaberg,pcrosby@example.net,741354
Curtis Wood DDS,1007,Coffee Grinder,The sun rose in the east.,neutral,5,2017-02-20,West Cassandramouth,ifrey@example.com,725156
Darren Contreras MD,7804,Fitness Tracker,The waiter was inattentive and we had to flag him down repeatedly for assistance.,negative,1,2023-10-23,Halehaven,dramirez@example.org,864078
Peggy Jones,7919,TV Stand,Many people enjoy listening to music.,neutral,1,2017-10-16,South Anthonyport,letyler@example.org,166974
Robin Dodson MD,8368,Portable Blender,The item arrived later than expected and with no explanation for the delay.,negative,4,2020-02-22,North Robinview,robertskrystal@example.net,418783
Jorge Carson,8022,Smartphone Stand,Your dedication to this project is truly commendable.,positive,1,2018-09-20,North Jessica,ryancarroll@example.net,210133
Nathan Gross,1474,Waffle Maker,Our complaints were not addressed adequately by the staff.,negative,2,2022-12-27,Kristinfurt,lopezgarrett@example.org,644957
Brian Jimenez,4229,Smart Doorbell,Your attention to detail is admirable and greatly appreciated.,positive,1,2021-07-30,Jonesberg,shelley91@example.net,815754
Molly Holmes,7166,Wireless Mouse,I appreciate your collaborative spirit and willingness to help others.,positive,1,2018-02-13,Lake Morgan,zacharyparsons@example.net,986261
Vincent West,8419,Pressure Cooker,Your dedication and hard work are truly commendable.,positive,4,2016-01-03,Lake Kevinfort,bonnie30@example.net,878038
Madison Horne,8036,Electric Kettle,Your presentation was incredibly insightful and engaging,positive,1,2021-10-10,East Angelaland,huffcarrie@example.com,795956
Walter Patrick,8727,Power Bank,The response time to my email inquiry was unacceptable.,negative,2,2021-09-01,West Andrealand,johnsonlaura@example.org,132262
Justin Hayes,5481,Standing Desk,The promised delivery date was missed without any prior notification.,negative,1,2019-01-31,Jennifertown,gonzalezcynthia@example.com,149063
Brian Hunter,6886,Air Conditioner,The seating was uncomfortable and cramped.,negative,1,2016-10-06,Charleston,vfisher@example.com,890801
Patricia Mata,4914,Induction Cooktop,The quality of the ingredients was subpar,negative,3,2020-12-13,Amychester,ucollins@example.org,679340
Christie Mccann,7271,Portable Blender,Your leadership skills are strong and effective.,positive,2,2016-11-19,Millertown,bdelgado@example.org,598658
David Knight,4693,Coffee Maker,Your attention to detail is outstanding.,positive,3,2023-08-13,West Lauraborough,levinelindsay@example.com,325567
Robert Richards,7574,Electric Blanket,Your hard work has clearly paid off; the results are fantastic.,positive,3,2015-06-16,New David,bhernandez@example.org,831945
Joseph Scott,2949,Ice Cream Maker,I was truly impressed by your insightful contributions to the discussion.,positive,4,2023-02-28,South Louis,daniel74@example.net,627040
Dale Bautista,7273,Smart Pet Feeder,The level of detail in your work is truly remarkable.,positive,3,2016-02-09,Markstad,uschaefer@example.net,620242
Tyler Castro,8858,Lawn Mower,We were not offered any form of apology for the subpar service.,negative,2,2017-04-25,Mitchellville,michaelcontreras@example.org,254252
James Evans,4752,Coffee Maker,I appreciate your willingness to go the extra mile.,positive,4,2018-07-10,East Monica,kristen76@example.com,999058
Todd Clark,8811,Game Console,The train departed on time.,neutral,4,2023-01-02,South Marychester,villajames@example.net,905199
Spencer Pruitt,5926,Microwave Popcorn Maker,The drinks were watered down and lacked any flavor.,negative,4,2017-08-25,Lake Katrina,gcarlson@example.net,710839
Nicole Wright,3691,Heater,The ambiance was uninviting and lacked any sort of charm.,negative,1,2017-05-11,Collinsfurt,adrienne04@example.net,271770
Mercedes Gonzalez,2362,Hair Dryer,The dog is sleeping on the rug.,neutral,5,2017-07-22,Archerburgh,dalegolden@example.net,125165
Sharon Mckinney,1807,Desk Lamp,My steak was overcooked,negative,4,2019-03-30,North Markfort,martinezhailey@example.com,808372
Tonya Cole,5719,Bluetooth Headphones,Your insights during the meeting were invaluable.,positive,4,2019-06-04,Port Christineberg,daniel89@example.net,263433
John Smith,2735,Waffle Maker,The sun rose in the east.,neutral,5,2020-05-16,Ronniemouth,jamiehaley@example.net,277576
Veronica Henderson,8186,Slow Cooker,The paper is white and blank.,neutral,2,2020-01-28,East Daniel,romanchase@example.net,189977
Aaron Barber,1266,Smart Light Bulbs,The price was exorbitant considering the poor quality and limited functionality.,negative,2,2019-12-18,Shannonport,garciapaul@example.org,684946
Aaron Mcgee,7636,Bluetooth Speaker,The car drove down the highway.,neutral,1,2018-02-01,Lake Jessica,jason39@example.com,632198
Melissa Wheeler,6542,Cordless Drill,Your attention to detail is exceptional.,positive,1,2018-01-05,Davidbury,ccrosby@example.net,276594
Brett Ortega,8212,Home Security Camera,The passion you showed for this project was evident in every aspect.,positive,1,2023-12-07,Port Zachary,kellybutler@example.org,357179
Samuel Smith,4733,Electric Can Opener,Your leadership skills are exceptional.,positive,2,2017-02-15,West Michael,samueldowns@example.org,123646
Frank Rodgers,4428,Vacuum Cleaner,The food itself was cold and unappetizing,negative,2,2022-03-01,Diaztown,fhardy@example.net,439107
Kathryn Rangel,8928,Action Camera,You demonstrated a remarkable understanding of the subject matter.,positive,1,2021-03-15,New Patrick,ulandry@example.net,931734
Randall Mathis,9990,Ergonomic Chair,The computer is turned on.,neutral,4,2016-11-30,Lake Linda,arosario@example.org,706923
Michael Diaz,2886,Paint Sprayer,The wind blew gently.,neutral,2,2017-11-12,Lake Samuel,greenraymond@example.org,578324
Andrew Gomez,3716,E-Scooter,The website is incredibly difficult to navigate,negative,2,2021-03-17,North Alexandra,christopher52@example.net,213667
Paula Gentry,8679,Coffee Bean Roaster,You consistently exceed expectations,positive,4,2015-01-27,Kylebury,yreynolds@example.org,561741
Billy Clark,2107,Hot Plate,Birds sang in the trees.,neutral,5,2020-12-27,Bradleyton,suzannediaz@example.net,842539
Crystal Burns,9788,Coffee Grinder,Your commitment to excellence is admirable.,positive,3,2023-08-21,Lake Danielleshire,beckyjones@example.com,263604
Christopher Mendoza,6737,Digital Thermometer,You have a remarkable talent for [mention specific skill,positive,4,2019-03-25,Ricemouth,lindalambert@example.org,760133
Martha Pierce,1836,Portable Humidifier,We received no apology for the numerous issues we experienced.,negative,5,2018-05-28,Kathleenshire,wclark@example.net,804127
Kyle Hammond,5657,Smartwatch,The new software has several updated features.,neutral,5,2018-04-14,Moralesview,phyllisrobinson@example.net,368349
Tiffany Lee,5784,Electric Shaver,Your attention to detail is second to none.,positive,1,2016-01-11,East Kristinland,iward@example.net,898601
Vincent Page,2666,Cordless Drill,The portions were small considering the high prices charged.,negative,3,2017-11-12,East Jacob,yhernandez@example.com,485688
Michele Riley,6199,Portable Speaker,The color of the item received does not match the color shown in the online listing.,negative,4,2020-09-06,North James,chenjohn@example.com,861964
Jimmy Wang II,6643,Electric Grill Pan,Your work ethic is truly commendable.,positive,2,2023-05-05,Lewisside,lawrence78@example.org,119039
Kristin Richard,5092,Fitness Equipment,He wore a blue shirt.,neutral,1,2016-12-30,Lake John,deanna33@example.org,824564
Connie Gallagher,8362,Robot Vacuum,Your positive attitude is contagious.,positive,2,2021-09-04,Port Tina,rcollins@example.com,194880
Melinda Riley,1281,Coffee Bean Roaster,The plant needs to be watered regularly.,neutral,1,2018-11-06,South Andreamouth,joseph91@example.net,857767
Donna Hernandez,8447,Hair Curler,The quality of the ingredients was questionable,negative,2,2018-02-17,West Destinyfurt,xdominguez@example.org,354085
Jacob Foster,2955,Portable Power Station,The service was incredibly slow,negative,4,2017-06-12,New Davidbury,sabrinabaker@example.com,738614
Dennis Perry,8523,Air Purifier,We encountered multiple errors on our bill,negative,4,2019-12-31,New Vernonshire,bernard60@example.org,929908
Charles Cameron,2167,Compact Freezer,The car drove down the street.,neutral,5,2022-02-26,Jonesmouth,luispeterson@example.net,153068
James Johnson,4067,Coffee Maker,Your leadership skills are exemplary.,positive,4,2016-12-21,Averyburgh,bowerswilliam@example.org,486242
Joshua Mccarthy,8120,Electric Mattress Pad,I found the instructions unclear and unhelpful,negative,2,2015-05-31,North Zachary,nicholasleach@example.com,972698
Tina Scott,5986,Laptop,The sun rises in the east.,neutral,4,2016-12-23,Brownview,jason55@example.net,559251
Tonya Lawson,6352,Smart Pet Feeder,Apples are a common fruit.,neutral,2,2019-05-06,Diazchester,jimenezjoseph@example.net,262777
Stephen Rogers,9576,Game Console,The portions were small and insufficient for the price.,negative,3,2019-11-02,New Wendymouth,davidmills@example.com,562408
Monica Burns,9986,TV Stand,Congratulations on your outstanding achievement!,positive,4,2021-11-30,East Erica,caitlingonzales@example.com,614393
Calvin Gross,8700,Wireless Mouse,The level of detail you provided was exceptional.,positive,1,2022-07-17,Danatown,hernandezfranklin@example.org,308177
Karen Rivera,7579,Electric Mattress Pad,The temperature in the restaurant was uncomfortable,negative,3,2021-09-16,Port Bradley,douglastroy@example.com,426605
Sarah Ward,5651,Projector,You have a remarkable talent for [mention specific skill,positive,1,2019-09-22,East Traceyville,mariahmatthews@example.net,392201
Timothy Hartman,8706,Stand Mixer,The item I received was not what I ordered.,negative,1,2016-09-03,West Lori,esmith@example.net,952029
Nicole Rodriguez,9991,Wireless Mouse,The snow fell softly.,neutral,2,2023-02-09,South Joseph,carol43@example.net,892668
Sheila Bauer DVM,3395,Lawn Mower,Rain is falling outside.,neutral,2,2022-08-09,East Timothyhaven,jimenezmatthew@example.org,944776
Richard Coffey,6946,Robot Vacuum,The meeting is scheduled for 3 PM.,neutral,1,2021-07-10,Port Daniellemouth,dmcbride@example.net,198583
Samantha Mcknight,6751,Digital Thermometer,The report contains relevant data.,neutral,2,2015-03-07,Matthewland,wdean@example.org,714690
Ronald Soto,6521,Electric Skillet,The promised delivery date was missed without any prior notification.,negative,2,2015-01-08,Jeremyside,laurie01@example.net,325064
Richard Kelly,2890,Power Bank,I'm so grateful for your help and support throughout this project.,positive,1,2016-05-15,Lake Summer,wboyd@example.com,696298
Joseph Powell,8488,Keyboard,The meeting lasted for an hour.,neutral,5,2016-08-04,Floresville,stevenwilliams@example.com,960337
David Collins,2778,Electric Grill Pan,They are planning a vacation to the beach.,neutral,5,2019-05-02,Mcintoshstad,andrew08@example.com,362201
Gina Hawkins,1818,Digital Camera,I am requesting a full refund due to the unacceptable quality and performance of the product.,negative,2,2019-01-24,Roachville,lsimpson@example.net,457823
Bonnie Monroe,6538,Action Camera,The product's performance was significantly below its advertised capabilities.,negative,3,2016-01-13,Michaelshire,richardgreen@example.com,780590
Tina King,9549,Portable Power Station,The temperature reached 75 degrees Fahrenheit.,neutral,2,2016-12-20,Port Dana,christopherdominguez@example.com,723014
Christine Mccarthy,4804,Hair Dryer,The bill was incorrect,negative,5,2019-02-14,Lake Nathaniel,jeannecrawford@example.com,154560
Debbie Smith,3237,Electric Scales,The car is parked in the designated area.,neutral,1,2015-05-11,Williamburgh,dakota14@example.com,121727
John Pacheco,5843,Ergonomic Chair,Feedback,neutral,5,2021-06-26,Chadtown,norman43@example.com,969509
Richard Johnson,7153,Dehumidifier,Cats are known for their independent nature.,neutral,4,2018-02-22,Kristenside,charlesparks@example.net,102935
Kristine Atkins,4993,Electric Blanket,Your commitment to excellence is truly inspiring to us all.,positive,1,2020-10-04,East Brittanyport,heatherthompson@example.org,462893
Justin Gill,1997,Gaming Mousepad,The meeting lasted for an hour.,neutral,4,2016-05-03,North Yvonneville,powellanthony@example.net,852754
Kathy Burgess,2606,Smart Pet Collar,The restrooms were unclean and lacked basic supplies.,negative,3,2020-08-10,East Darlene,qmiller@example.org,547209
Lisa Jones,8193,Electric Mattress Pad,The restaurant was excessively noisy,negative,1,2023-03-17,Josephberg,sanchezmargaret@example.net,810083
Mr. Ronald Cruz,8109,Smart Thermostat,He arrived on time for the appointment.,neutral,2,2015-06-29,Delacruzborough,kwatts@example.net,116979
Rose Allison,3053,Microwave Popcorn Maker,The noise level in the restaurant was unbearable,negative,3,2021-12-05,South Jacqueline,grahamkristi@example.com,449852
Dean Griffin,8039,Action Camera,The atmosphere was noisy and chaotic,negative,2,2023-04-01,Parksland,lewismariah@example.com,830120
Zachary Ramirez,6045,Electric Fan,Your positive attitude and enthusiasm were contagious.,positive,1,2022-07-16,Smithstad,vnguyen@example.net,969390
Vincent Cooper,1133,Wine Cooler,Your kindness and compassion are appreciated by everyone.,positive,3,2020-04-29,South Natashahaven,kennethbarron@example.org,530023
Troy Scott,7853,Compact Freezer,Overall,negative,1,2021-04-20,New Monicaborough,tanyathomas@example.org,258909
Julie Johnson,6690,Wireless Mouse,The children played in the park.,neutral,2,2016-04-11,West Jenniferfurt,glennkathy@example.org,206401
Shelia Lamb,4886,Robot Vacuum,The level of detail in your work is outstanding.,positive,3,2018-10-12,Gordonton,milesbrian@example.com,230047
Mrs. Jamie Flynn DDS,5055,Desk Lamp,Your innovative thinking is a real asset to the company.,positive,5,2015-09-16,Mooremouth,gwest@example.com,989282
Dr. Sara Camacho,9266,Wireless Mouse,The car is parked in the driveway.,neutral,4,2023-03-23,Port Christopherborough,smithchristopher@example.org,856419
Joseph Mitchell,8024,Coffee Bean Roaster,Your innovative approach to the problem was brilliant.,positive,5,2021-07-23,Davidshire,nhall@example.com,792515
Nicholas White,9282,Refrigerator,The service was incredibly slow,negative,1,2020-02-12,East Jordanchester,meganramos@example.net,505723
Paula Wells,9681,Laptop Stand,The snow fell softly on the ground.,neutral,2,2020-12-08,Brittanyfort,kellyellis@example.net,133026
William Mendoza,7701,Electric Toothbrush,I appreciate your willingness to go the extra mile.,positive,5,2021-07-09,East Lucas,qmcmahon@example.org,318346
Roy Myers,7518,Desk Lamp,The report is due next Friday.,neutral,2,2018-07-16,North Briannaport,jamie22@example.com,191472
Hunter Hall,3525,Hair Curler,The dog barked at the squirrel.,neutral,1,2015-11-08,Port Sethhaven,thompsondavid@example.net,404340
Kyle Pacheco,2683,Smart Lock,The snow fell softly on the ground.,neutral,2,2017-05-31,Mclaughlinfort,doris73@example.org,448205
Todd Evans,3485,Bluetooth Headphones,The product's performance is consistently below expectations.,negative,4,2020-08-18,Flynnbury,brookekelly@example.org,577651
Susan Melendez,6858,Electric Can Opener,The meeting is scheduled for 3 PM.,neutral,3,2017-03-23,Martinezfurt,boothkathleen@example.org,145275
Meredith Adams,8883,Air Conditioner,You've exceeded all expectations.,positive,2,2023-12-16,East Teresa,jasonwilliams@example.org,368767
John King,6296,Drones,The leaves changed color in autumn.,neutral,4,2022-09-02,North David,parkerana@example.org,468520
Edward Smith,8458,Smart Mirror,You're a natural leader,positive,1,2021-04-29,Nicolasside,christopher40@example.org,738106
Robin Beck,4778,Lawn Mower,Your communication skills are exceptional.,positive,4,2017-04-23,Tranview,vdavis@example.org,688735
Mary Johnson,5793,Electric Can Opener,A dog barked at a passing car.,neutral,3,2019-10-24,East Sabrina,john13@example.org,229799
Robert Jackson,2995,Coffee Bean Roaster,The staff were unhelpful and dismissive of our concerns.,negative,3,2021-08-11,Lauraview,longryan@example.org,943333
